,gameRank,playerKill,monsterKill,characterLevel,bestWeaponLevel,damageToPlayer,totalTime,userNum,gameId
1122,5,1,39,17,14,7166,1011,228701,17073927
1123,3,5,24,16,15,16883,781,228701,17070585
1124,8,1,52,17,15,7064,994,228701,17070247
1125,2,2,53,19,17,10038,1237,228701,17069874
1126,3,0,50,18,14,3513,1119,228701,17069576
1127,11,0,13,12,9,2791,457,228701,17069407
1128,3,0,48,19,14,7875,1148,228701,17069104
1129,6,1,54,17,14,3721,963,228701,17068854
1130,3,1,53,20,17,8455,1279,228701,17068560
1131,1,2,49,17,16,6920,1035,228701,17068337
1132,2,0,75,18,16,2301,1162,228701,17068101
1133,10,1,33,13,10,1589,545,228701,17067956
1134,2,2,40,19,16,6627,1178,228701,17067726
1135,3,0,49,18,14,5567,1133,228701,17067522
1136,4,0,61,17,14,2001,997,228701,17067318
1137,18,0,1,6,3,455,137,228701,17067252
1138,3,1,50,17,15,5740,1159,228701,17021920
1139,3,0,53,16,14,3014,852,228701,17021527
1140,1,3,50,20,18,16854,1270,228701,17020978
1141,12,0,17,13,9,2035,490,228701,17020693
1142,1,5,46,19,18,16107,1264,228701,17020114
1143,2,1,51,17,13,1840,973,228701,17019620
1144,16,1,11,9,8,1176,251,228701,17019434
1145,4,1,39,17,15,8209,1036,228701,17018909
1146,5,1,71,19,17,7208,1085,228701,17018364
1147,5,1,51,18,15,8343,999,228701,17017841
1148,14,1,4,9,7,3351,233,228701,17017604
1149,12,1,7,9,7,2813,266,228701,17017400
1150,18,0,5,9,6,1323,228,228701,17015353
1151,11,0,22,12,8,1431,468,228701,17015104
1152,1,1,50,19,15,3866,1254,228701,17003731
1153,5,0,55,18,14,4745,1152,228701,17002877
1154,1,3,31,17,15,9246,1054,228701,17002006
1155,11,0,12,11,7,1479,399,228701,17001642
1156,12,1,11,11,9,6395,396,228701,17001311
1157,8,0,28,15,12,3789,678,228701,17000794
1158,4,2,62,18,17,9503,1075,228701,16992857
1159,5,2,43,17,14,8032,1080,228701,16992450
1160,15,0,11,11,7,1498,412,228701,16992232
1161,3,0,60,18,14,2732,1033,228701,16991829
1162,9,1,14,13,9,4573,549,228701,16991581
1163,4,1,50,18,15,4712,1040,228701,16991197
1164,1,2,41,20,17,12714,1234,228701,16990774
1165,5,0,59,17,15,1411,922,228701,16990464
1166,4,0,43,18,13,3118,1164,228701,16990074
1167,7,0,21,12,9,4430,471,228701,16989893
1168,9,0,21,14,10,5492,696,228701,16989645
1169,2,1,40,16,14,5529,812,228701,16989403
1170,11,0,11,11,8,3152,415,228701,16989262
1171,7,0,36,16,12,2138,810,228701,16989021
1172,2,2,73,20,19,10825,1252,228701,16968465
1173,3,3,37,18,15,8096,1197,228701,16967856
1174,2,1,60,18,16,12226,1202,228701,16967149
1175,4,0,48,18,14,3453,1126,228701,16966636
1176,2,2,65,19,17,6919,1039,228701,16966146
1177,2,0,71,19,16,3063,1166,228701,16965639
1178,1,1,59,20,18,12544,1232,228701,16965163
1179,2,2,44,19,16,8866,1076,228701,16964688
1180,16,0,5,9,7,2965,239,228701,16964538
1181,8,0,41,15,12,2983,720,228701,16964246
1182,4,1,45,18,14,9422,1132,228701,16963852
1183,18,0,0,4,4,741,83,228701,16963766
1184,2,4,56,19,16,11719,1216,228701,16963374
1185,10,0,19,12,8,1631,478,228701,16963215
1186,6,3,26,15,14,11668,762,228701,16962999
1187,10,0,13,13,8,803,485,228701,16962848
1188,18,0,1,8,5,1339,209,228701,16962757
1189,1,4,34,19,16,15320,1213,228701,16962439
1190,1,2,64,19,17,10265,1165,228701,16933328
1191,5,0,52,17,13,4722,913,228701,16932976
1192,11,0,14,12,9,3160,474,228701,16932773
1193,6,0,48,16,13,1245,835,228701,16932508
1194,6,1,57,17,15,7053,996,228701,16932210
1195,2,3,47,18,16,11165,1099,228701,16931916
1196,10,0,21,12,9,1332,412,228701,16931797
1197,1,2,51,18,15,12080,1285,228701,16931421
1198,11,0,15,12,8,1909,465,228701,16929807
1199,3,2,43,18,15,12266,1141,228701,16929516
1200,4,1,47,17,14,6212,878,228701,16929320
1201,17,0,8,11,8,2469,304,228701,16929213
1202,3,0,57,19,16,6849,1164,228701,16928959
1203,4,0,51,18,14,6429,1164,228701,16928705
1204,14,1,4,9,8,3369,259,228701,16928605
1205,11,0,14,11,8,1409,405,228701,16928516
1206,7,0,41,17,13,7206,953,228701,16928321
1207,4,1,52,18,15,4836,1173,228701,16928112
1208,11,0,8,11,9,5685,388,228701,16928010
1209,4,0,51,18,14,2836,1157,228701,16927806
1210,1,3,75,19,18,12679,1190,228701,16927631
1211,3,1,46,17,14,6024,953,228701,16924100
1212,3,1,47,18,15,11165,1180,228701,16923762
1213,5,0,45,18,13,5599,1118,228701,16923434
1214,13,0,28,14,10,3093,616,228701,16923197
1215,4,0,56,16,13,2721,763,228701,16922741
1216,2,1,54,19,17,14037,1238,228701,16922252
1217,3,1,37,18,16,11814,1173,228701,16921730
1218,4,0,45,19,16,11000,1135,228701,16921217
1219,14,0,5,9,7,1579,243,228701,16921055
1220,16,0,4,10,8,4385,283,228701,16920860
1221,3,0,39,17,12,3965,1113,228701,16920351
1222,17,0,6,9,7,2380,238,228701,16920192
1223,9,0,29,14,10,1109,748,228701,16919831
1224,17,0,3,9,6,2083,242,228701,16919671
1225,9,0,26,16,12,6859,842,228701,16919113
1226,17,0,5,11,6,1753,387,228701,16918873
1227,4,1,45,17,14,5803,1074,228701,16918395
1228,2,1,34,17,12,1164,1204,228701,16917918
1229,3,1,54,18,16,8335,1215,228701,16917469
1230,7,1,39,17,13,5406,894,228701,16917150
1231,12,0,14,12,9,2298,478,228701,16916988
1232,4,1,54,19,16,6851,1127,228701,16916657
1233,1,4,66,19,18,12534,1241,228701,16908535
1234,5,0,52,17,15,8798,1153,228701,16908194
1235,4,0,54,17,14,2651,979,228701,16907892
1236,3,0,43,17,13,3210,972,228701,16907571
1237,1,3,49,18,16,10782,1091,228701,16901188
1238,12,0,7,11,7,1570,367,228701,16900970
1239,4,0,35,18,14,9830,1154,228701,16900448
1240,2,2,43,18,15,8024,1046,228701,16900065
1241,11,0,22,14,11,4384,691,228701,16899791
1242,2,0,48,18,15,8109,1067,228701,16876230
1243,2,1,58,19,15,3748,1114,228701,16866022
1244,3,0,42,18,14,4414,1170,228701,16865526
1245,5,0,59,18,14,3686,1149,228701,16865015
1246,2,1,43,19,16,6854,1196,228701,16854705
1247,4,0,42,19,15,11141,1167,228701,16854378
1248,2,1,42,18,14,9351,1214,228701,16854019
1249,8,0,27,15,10,2751,716,228701,16853802
1250,2,1,51,17,14,3887,1021,228701,16853516
1251,4,1,44,18,15,5902,978,228701,16853256
1252,2,1,39,19,15,9405,1146,228701,16852981
1253,4,2,57,18,16,8967,1014,228701,16852739
1254,3,0,65,18,15,3399,1063,228701,16852509
1255,2,1,57,18,16,8437,1297,228701,16852264
1256,12,0,20,13,11,3850,540,228701,16852141
1257,5,0,51,17,14,1605,838,228701,16851971
1258,4,2,40,18,15,11599,1154,228701,16806025
1259,7,0,41,15,11,1346,821,228701,16805814
1260,2,0,48,18,14,3981,1082,228701,16805552
1261,6,0,39,17,11,3476,912,228701,16805329
1262,1,2,46,19,17,12587,1194,228701,16805023
1263,2,2,41,18,16,12100,1093,228701,16804779
1264,4,1,36,18,14,6584,1036,228701,16804582
1265,2,2,57,19,18,14192,1150,228701,16804378
1266,2,3,39,19,16,13102,1233,228701,16750378
1267,3,1,51,19,17,10616,1186,228701,16749929
1268,14,0,4,9,7,2250,260,228701,16749755
1269,9,1,15,14,12,8836,536,228701,16749521
1270,1,3,41,19,16,13933,1107,228701,16749051
1271,7,1,31,17,14,10000,1027,228701,16748671
1272,6,0,28,16,11,2055,886,228701,16748324
1273,5,0,21,16,11,4423,719,228701,16748037
1274,6,1,33,17,13,7057,909,228701,16747717
1275,4,0,48,18,13,2912,1116,228701,16747362
1276,1,6,42,18,16,8064,1180,228701,16747009
1277,5,0,42,18,14,6858,1053,228701,16746754
1278,5,0,30,18,14,9977,1037,228701,16746510
1279,7,1,17,13,9,2639,547,228701,16729592
1280,3,0,56,16,14,1248,931,228701,16729366
1281,3,0,44,18,13,4143,1038,228701,16729106
1282,4,0,48,19,16,7459,1160,228701,16728840
1283,3,1,58,19,17,10906,1146,228701,16728609
1284,4,0,39,18,13,2620,1015,228701,16728406
1285,2,0,53,18,14,3544,1037,228701,16728215
1286,1,2,54,20,18,15496,1102,228701,16698350
1287,4,1,34,18,14,5596,952,228701,16698154
1288,1,2,27,19,16,15685,1219,228701,16697875
1289,1,3,52,19,16,11318,1080,228701,16697671
1290,10,0,6,12,8,6189,501,228701,16697562
1291,1,3,57,19,15,4218,1267,228701,16604814
1292,3,1,43,18,14,9300,1172,228701,16604541
1293,13,1,18,13,10,5749,543,228701,16604392
1294,4,0,37,17,12,4144,1143,228701,16604095
1295,1,4,50,18,16,11822,1183,228701,16603847
1296,6,0,62,17,13,0,1011,228701,16603606
1297,8,1,35,15,12,6339,764,228701,16603410
1298,1,2,43,19,18,15484,1197,228701,16495999
1299,2,1,60,20,17,9758,1182,228701,16495477
1300,2,1,55,19,16,10421,1146,228701,16494979
1301,4,2,48,18,15,8347,1180,228701,16494486
1302,3,1,39,17,13,3035,1173,228701,16494024
1303,9,0,36,15,12,2867,717,228701,16493735
1304,1,3,39,19,17,14934,1075,228701,16493317
1305,16,0,8,10,7,140,293,228701,16493166
1306,1,5,59,19,18,14607,1203,228701,16350565
1307,10,0,23,12,8,119,505,228701,16350285
1308,2,4,44,18,16,10660,1103,228701,16349831
1309,3,2,29,18,16,14308,1007,228701,16349447
1310,2,3,55,18,17,15789,1068,228701,16349074
1311,15,0,13,10,7,1582,354,228701,16348888
1312,2,1,92,20,18,5220,1122,228701,16348487
1313,2,2,37,18,15,8234,1030,228701,16304071
1314,2,2,40,19,16,10964,1216,228701,16248156
1315,12,0,8,11,7,302,418,228701,16248044
1316,10,0,23,12,8,1066,496,228701,16247889
1317,1,4,58,18,18,12260,1140,228701,16247579
1318,2,1,31,18,14,4332,1230,228701,16247328
1319,10,0,18,12,8,1560,509,228701,16247206
1320,5,0,45,17,14,3038,998,228701,16247022
1321,1,2,59,19,16,6902,1306,228701,16246782
1322,1,2,46,19,17,8937,1141,228701,16200673
1323,3,0,71,17,15,0,1175,228701,16200054
1324,9,0,19,12,9,2585,539,228701,16199702
1325,2,2,70,19,18,6602,1155,228701,16199078
1326,5,0,45,18,15,4036,984,228701,16198538
1327,4,3,46,19,17,9044,1149,228701,16198006
1328,7,1,37,16,13,6594,810,228701,16197584
1329,6,0,26,15,10,2953,670,228701,16197242
1330,2,2,29,19,17,21586,1048,228701,16196746
1331,4,0,55,17,14,1723,953,228701,16196344
1332,10,3,21,14,13,6832,556,228701,16196057
1333,5,1,21,16,13,10577,823,228701,16195700
1334,5,0,22,15,12,2513,753,228701,16195405
1335,2,1,47,18,16,7564,1095,228701,16194937
1336,2,1,49,18,16,6769,1034,228701,16152619
1337,4,1,54,16,14,5490,822,228701,16152383
1338,5,2,50,17,14,3682,1179,228701,16152119
1339,10,0,31,13,11,3500,567,228701,16151981
1340,11,0,15,12,8,2772,421,228701,16151832
1341,2,1,60,19,16,5721,1198,228701,16116381
1342,2,1,46,18,16,6446,1141,228701,16116034
1343,5,1,41,17,15,7846,1135,228701,16115708
1344,7,0,48,17,13,2753,947,228701,16115483
1345,8,0,29,13,11,1539,585,228701,16115311
1346,1,6,44,18,17,13242,1117,228701,16114955
1347,14,1,18,11,9,2977,394,228701,16114829
1348,16,0,5,8,6,2868,211,228701,16114729
1349,6,0,37,17,14,5301,944,228701,16114472
1350,1,1,41,18,15,3917,1039,228701,16114265
1351,3,0,46,17,12,1854,960,228701,16114076
1352,9,1,26,14,11,5091,611,228701,16113900
1353,6,2,35,16,14,4655,918,228701,16097485
1354,10,1,11,11,9,4225,396,228701,16097308
1355,2,3,44,19,16,6660,1156,228701,16096984
1356,6,0,41,16,13,2595,852,228701,16096738
1357,16,0,9,10,8,2346,277,228701,16096603
1358,9,1,17,13,10,3398,560,228701,16096419
1359,1,1,44,18,15,7933,1178,228701,16096143
1360,12,0,13,11,8,3745,451,228701,16095996
1361,6,0,26,16,10,6131,993,228701,16095777
1362,6,0,31,17,13,5850,895,228701,16095562
1363,6,0,46,16,12,659,989,228701,16095362
1364,11,0,17,12,8,2391,483,228701,16095217
1365,3,0,45,18,13,3529,1047,228701,16094968
1366,8,0,23,13,9,705,611,228701,16080998
1367,3,1,51,17,15,4579,870,228701,16080516
1368,1,3,43,19,18,13896,1202,228701,16079929
1369,17,0,4,6,5,1345,137,228701,16079825
1370,7,0,39,16,12,3494,837,228701,16079362
1371,16,0,2,8,6,2240,206,228701,16079205
1372,5,1,37,16,12,4764,870,228701,16078783
1373,14,0,16,11,7,1277,430,228701,16078521
1374,11,0,14,12,7,1433,570,228701,16078200
1375,7,0,29,15,12,5715,745,228701,16077753
1376,8,0,20,13,9,3156,671,228701,16077360
1377,11,0,14,11,7,1478,383,228701,16077098
1378,4,0,39,15,12,4101,804,228701,16076635
1379,4,1,46,18,14,2335,1060,228701,16076073
1380,4,0,49,17,14,6961,1164,228701,16075455
1381,10,0,18,15,8,787,793,228701,16050037
1382,6,0,42,15,12,1918,739,228701,16049560
1383,4,0,49,18,14,5987,1164,228701,16048878
1384,2,3,45,19,16,10674,1067,228701,16048316
1385,13,1,17,12,10,3356,452,228701,16047853
1386,6,0,52,17,14,3883,924,228701,16047322
1387,2,0,61,19,15,1666,1167,228701,16046772
1388,1,2,49,19,16,7173,1225,228701,16046171
1389,3,0,50,18,14,4575,1142,228701,16045644
1390,1,1,54,19,16,4712,1170,228701,16045141
1391,13,0,18,12,9,1832,521,228701,16044876
1392,13,0,12,10,7,1310,318,228701,16044693
1393,3,0,51,17,13,2613,1161,228701,16044242
1394,3,3,30,17,15,16052,1128,228701,16043844
1395,17,0,5,8,5,620,227,228701,16043679
1396,4,0,50,18,15,5343,1166,228701,15969272
1397,7,0,31,15,11,6286,820,228701,15969001
1398,2,1,45,20,15,10506,1244,228701,15968726
1399,3,0,35,18,12,2948,1174,228701,15968464
1400,1,4,39,19,15,9227,1290,228701,15968182
1401,3,0,45,19,14,5241,1148,228701,15967934
1402,1,3,43,18,16,7869,1096,228701,15967692
1403,4,1,26,17,12,5391,1071,228701,15967503
1404,6,0,38,16,11,570,964,228701,15967239
1405,1,3,25,18,14,13926,1136,228701,15951878
1406,9,0,12,13,7,2195,664,228701,15951694
1407,1,3,35,19,14,8278,1177,228701,15951414
1408,1,1,24,19,15,16060,1282,228701,15951084
1409,14,0,2,9,4,898,235,228701,15950973
1410,5,0,26,16,11,8803,852,228701,15950810
1411,11,0,12,13,7,1265,523,228701,15950635
1412,2,0,12,18,12,13992,1068,228701,15950435
1413,10,0,13,13,6,436,532,228701,15909101
1414,1,3,49,19,18,15835,1097,228701,15908471
1415,4,0,21,18,11,4841,1165,228701,15907900
1416,6,0,36,18,14,8223,1092,228701,15907370
1417,1,4,49,20,18,17764,1175,228701,15869342
1418,17,0,2,7,5,1904,178,228701,15869188
1419,1,2,65,19,17,12320,1254,228701,15868909
1420,6,0,28,15,12,5177,824,228701,15868723
1421,6,0,17,14,9,1158,703,228701,15868503
1422,3,0,39,16,12,2300,887,228701,15853486
1423,7,0,46,16,13,3105,858,228701,15853094
1424,4,0,40,17,13,3814,889,228701,15852557
1425,16,0,4,9,6,2898,241,228701,15852355
1426,3,1,52,18,15,4202,1160,228701,15851803
1427,1,2,60,19,17,6962,1157,228701,15851085
1428,12,0,25,13,9,1350,580,228701,15850704
1429,1,3,60,19,18,15028,1281,228701,15848785
1430,3,1,65,20,17,13647,1172,228701,15829518
1431,9,1,26,14,12,8739,758,228701,15829277
1432,4,1,59,19,17,8347,1127,228701,15828966
1433,11,2,10,12,9,5597,427,228701,15828834
1434,2,1,60,19,17,11351,1248,228701,15828505
1435,7,1,26,15,13,9592,800,228701,15828272
1436,3,0,56,18,15,4933,1286,228701,15812523
1437,4,0,46,17,13,3636,1009,228701,15812254
1438,1,3,52,19,17,12603,1187,228701,15811974
1439,4,3,41,17,15,10517,960,228701,15811663
1440,1,3,36,18,17,15305,1251,228701,15811426
1441,18,0,3,7,4,1505,137,228701,15811238
1442,2,1,48,19,17,11066,1292,228701,15810906
1443,8,0,40,16,12,3523,825,228701,15795985
1444,2,3,44,19,16,11948,1195,228701,15795372
1445,1,2,62,19,16,10537,1199,228701,15794763
1446,2,0,44,18,14,7306,1089,228701,15794178
1447,4,0,37,18,14,7825,1040,228701,15793639
1448,2,3,36,19,15,9259,1162,228701,15793060
1449,5,0,36,17,13,8517,1137,228701,15792498
1450,13,0,19,11,10,3027,398,228701,15792264
1451,16,0,3,9,6,1485,231,228701,15791989
1452,16,0,10,9,7,2361,272,228701,15791546
1453,12,0,12,11,8,3737,362,228701,15791341
1454,10,1,16,12,9,3842,466,228701,15790924
1455,1,4,47,18,18,10713,1033,228701,15698019
1456,2,0,50,18,16,3780,1055,228701,15697497
1457,1,3,42,19,18,10791,1236,228701,15696822
1458,4,1,28,17,14,4356,1171,228701,15696335
1459,2,0,65,18,17,2747,1170,228701,15695844
1460,1,1,52,19,18,6719,1047,228701,15695457
1461,1,3,60,18,18,7952,1116,228701,15695017
1462,1,3,41,19,18,14065,1269,228701,15694641
1463,4,1,35,17,15,4534,1171,228701,15683652
1464,16,0,5,11,6,1647,345,228701,15683350
1465,13,0,9,12,7,1819,436,228701,15683087
1466,5,2,28,15,14,8808,718,228701,15682649
1467,1,4,51,19,18,18596,1241,228701,15681998
1468,4,0,42,17,13,2074,1156,228701,15681486
1469,4,2,57,17,15,4456,1029,228701,15681021
1470,2,1,49,18,17,6872,1055,228701,15680656
1471,8,0,29,15,13,2463,806,228701,15680228
1472,3,1,43,17,15,8294,1180,228701,15679806
1473,5,0,19,14,12,6879,690,228701,15676947
1474,4,0,44,16,13,1899,992,228701,15676536
1475,11,2,9,11,8,1957,367,228701,15676356
1476,3,1,56,18,16,5924,1096,228701,15676018
1477,5,0,43,17,14,1914,968,228701,15675682
1478,2,1,60,18,15,3860,1114,228701,15656874
1479,1,5,37,18,18,19548,1252,228701,15656230
1480,9,0,18,14,9,2366,709,228701,15655804
1481,1,4,45,19,18,12973,1250,228701,15655125
1482,10,0,10,11,7,2398,426,228701,15654882
1483,17,0,3,9,6,2004,253,228701,15654684
1484,4,1,45,17,14,2223,1017,228701,15654239
1485,2,0,55,18,16,4302,1199,228701,15653728
1486,2,3,44,17,15,6470,962,228701,15653330
1487,15,0,5,10,8,3376,322,228701,15653157
1488,4,0,40,16,13,5338,957,228701,15652823
1489,2,0,39,17,12,2019,1078,228701,15652425
1490,2,0,49,17,15,7824,1056,228701,15652066
1491,1,4,48,18,17,6295,1236,228701,15651711
1492,5,0,33,16,12,2873,843,228701,15651502
1493,16,0,4,8,6,1412,196,228701,15651417
1494,2,1,44,18,15,7594,1159,228701,15651124
1495,3,0,23,16,12,6354,1147,228701,15650913
1496,5,0,35,15,12,2036,848,228701,15590527
1497,12,0,23,12,9,1419,484,228701,15590358
1498,1,4,35,18,17,15667,1188,228701,15589953
1499,3,1,51,18,16,2739,1139,228701,15589493
1500,14,1,14,10,8,3590,342,228701,15589367
1501,18,0,4,8,5,204,223,228701,15589219
1502,2,4,41,17,16,10092,1034,228701,15588762
1503,16,0,11,9,8,2045,268,228701,15588560
1504,10,0,32,13,11,4718,682,228701,15568874
1505,10,1,11,12,11,8825,492,228701,15568654
1506,3,2,56,19,17,6261,1149,228701,15568217
1507,2,0,35,18,14,7721,1088,228701,15567809
1508,13,1,22,13,11,3209,565,228701,15567586
1509,1,1,39,18,16,9575,1096,228701,15567162
1510,15,0,13,10,8,1692,300,228701,15566966
1511,7,1,31,14,11,1916,739,228701,15566690
1512,15,0,8,10,8,2922,289,228701,15566539
1513,11,0,23,13,9,939,596,228701,15566331
1514,8,1,16,13,9,2750,589,228701,15566100
1515,1,4,27,18,16,15115,1082,228701,15565765
1516,4,1,51,18,14,5108,1179,228701,15565457
1517,4,0,24,17,11,4847,1171,228701,15546357
1518,14,0,18,13,9,4177,495,228701,15546141
1519,8,0,28,15,12,3283,780,228701,15545889
1520,1,4,29,19,17,15486,1276,228701,15545451
1521,8,1,23,13,11,5502,633,228701,15545235
1522,2,2,54,18,15,8820,1245,228701,15544874
1523,6,0,26,13,10,2342,631,228701,15544580
1524,5,1,39,16,14,3708,880,228701,15544309
1525,2,2,38,18,16,10081,1109,228701,15543972
1526,1,2,39,17,15,6755,1110,228701,15543610
1527,8,0,39,15,13,5122,783,228701,15543373
1528,8,0,29,12,11,3310,526,228701,15525811
1529,14,0,9,10,6,552,329,228701,15525632
1530,1,5,41,18,17,14278,1237,228701,15525178
1531,4,1,34,16,13,1961,932,228701,15524833
1532,4,0,36,18,15,10570,1154,228701,15524494
1533,1,2,53,19,17,8525,1236,228701,15524118
1534,2,1,33,18,14,7626,1224,228701,15523744
1535,2,1,45,18,15,4059,1180,228701,15523462
1536,1,1,42,19,17,8556,1235,228701,15523150
1537,5,1,37,16,14,6210,1171,228701,15522905
1538,2,2,41,17,15,8603,1220,228701,15522672
1539,9,1,14,14,11,6670,662,228701,15522509
1540,1,5,44,18,18,14184,1095,228701,15522291
1541,3,2,34,16,14,12210,1012,228701,15522085
1542,5,1,15,13,12,11230,662,228701,15521938
1543,5,1,27,14,12,3576,665,228701,15521769
1544,1,3,56,18,18,11385,993,228701,15521606
1545,1,4,37,18,17,15895,1053,228701,15484218
1546,8,1,16,13,11,5979,545,228701,15483913
1547,4,0,63,18,16,6872,1141,228701,15483422
1548,4,2,36,18,14,9330,1131,228701,15482937
1549,8,0,29,15,13,3164,743,228701,15482261
1550,16,0,1,9,4,878,244,228701,15482128
1551,6,1,47,16,15,4979,910,228701,15481741
1552,9,0,17,12,10,5014,547,228701,15481482
1553,5,0,45,17,14,7267,1151,228701,15480684
1554,5,1,21,15,13,11923,712,228701,15480253
1555,9,2,16,13,12,7149,636,228701,15479954
1556,10,0,11,12,9,2937,492,228701,15479676
1557,10,3,12,12,13,10477,485,228701,15479406
1558,3,0,32,18,14,8649,1165,228701,15478888
1559,3,0,26,18,14,13158,1120,228701,15478391
1560,5,1,46,17,14,5963,1098,228701,15477897
1561,4,1,29,16,13,8656,997,228701,15477448
1562,4,1,27,15,12,2937,764,228701,15477111
1563,5,1,24,14,11,4096,753,228701,15476793
1564,12,1,7,11,8,4096,432,228701,15476593
1565,9,0,21,13,10,2974,599,228701,15476353
1566,1,3,25,18,16,18876,1262,228701,15475932
1567,3,2,33,18,16,17354,1028,228701,15475627
1568,13,1,8,10,7,1356,344,228701,15456353
1569,2,3,14,18,16,24461,1165,228701,15455956
1570,15,0,7,10,5,803,420,3038949,15469468
1571,5,0,29,15,11,2908,970,3038949,15459181
1572,8,0,44,15,11,752,842,347912,16656511
1573,18,0,5,8,5,1206,221,347912,16651805
1574,12,1,7,11,8,4221,460,347912,16060934
1575,7,1,12,12,9,3914,526,347912,16012258
1576,7,1,17,17,14,15607,987,347912,15977445
1577,11,1,10,11,8,3878,361,347912,15974124
1578,15,0,6,8,5,855,200,34664,16262688
1579,10,0,8,12,8,4929,459,448882,16513440
1580,2,1,48,18,14,7727,1035,448882,16443820
1581,12,0,16,11,7,596,504,43924,16496031
1582,2,1,49,17,15,8880,1164,43924,16425965
1583,7,0,32,15,11,1985,885,43924,16382254
1584,10,0,21,11,9,4190,489,43924,16380057
1585,5,1,33,15,13,7782,818,43924,16379421
1586,2,1,40,18,15,11683,1229,43924,16378780
1587,17,0,7,8,5,146,185,43924,16365779
1588,12,0,11,11,7,2816,380,43924,16364715
1589,6,1,28,15,12,7472,814,43924,16363795
1590,12,0,14,10,7,1613,502,43924,16363120
1591,3,0,27,18,12,6524,1164,43924,16362134
1592,5,1,31,17,12,5897,1093,43924,16360618
1593,16,0,5,8,5,423,230,43924,16359901
1594,4,1,32,15,12,3030,827,43924,16329891
1595,4,0,32,15,11,2575,784,43924,16329036
1596,6,1,26,16,11,6275,968,43924,16313163
1597,17,0,5,8,5,1320,203,43924,16310699
1598,7,1,32,16,13,5090,1012,43924,16310000
1599,3,3,30,16,13,5716,987,43924,16295941
1600,3,1,38,17,12,2261,1018,43924,16198674
1601,10,0,10,10,7,1708,345,43924,16126451
1602,6,0,41,15,12,4689,791,913501,16254490
1603,16,0,8,9,5,632,275,913501,16239818
1604,11,0,17,13,9,1655,562,913501,16002704
1605,10,0,13,12,8,2122,410,913501,15909215
1606,14,0,9,10,6,1326,347,913501,15907742
1607,6,2,44,17,15,7701,932,913501,15899891
1608,9,0,30,17,11,6498,1101,913501,15899625
1609,16,0,20,11,7,317,377,913501,15899504
1610,8,0,35,17,15,13040,804,913501,15899239
1611,16,0,4,10,6,2690,321,913501,15899102
1612,4,1,36,18,14,10242,1111,913501,15875651
1613,3,1,33,16,12,5178,1044,913501,15869203
1614,2,2,41,18,16,14069,1105,913501,15860489
1615,8,2,33,16,14,11058,890,913501,15840572
1616,17,0,10,9,6,704,236,913501,15837084
1617,11,0,24,14,10,3757,624,913501,15802621
1618,10,0,14,13,9,4101,543,913501,15770839
1619,4,0,29,16,14,12727,1152,913501,15590906
1620,7,0,26,14,11,4828,713,913501,15565765
1621,17,0,6,9,7,2946,251,913501,15535468
1622,3,2,41,17,15,9850,1138,913501,15523928
1623,13,1,9,11,8,3530,419,913501,15504714
1624,14,0,7,8,5,190,258,913501,15504508
1625,10,0,21,13,11,6189,566,913501,15504152
1626,6,0,32,14,13,5146,829,913501,15503176
1627,17,0,2,9,7,2176,242,913501,15488953
1628,18,0,3,8,6,1108,178,913501,15488747
1629,14,0,12,12,10,2177,443,146013,15871413
1630,8,2,29,15,14,4717,636,146013,15871214
1631,16,0,11,12,9,491,442,146013,15832953
1632,11,0,14,12,9,1535,421,146013,15832766
1633,2,0,52,19,17,8583,1212,146013,15832350
1634,8,0,36,16,12,1219,796,146013,15831705
1635,17,0,2,8,5,0,187,146013,15830791
1636,5,0,28,17,14,5150,910,146013,15822498
1637,14,0,5,11,8,1807,343,146013,15807154
1638,9,0,8,11,9,2332,375,146013,15806932
1639,7,1,27,17,15,5051,1153,146013,15771926
1640,9,2,11,12,11,4283,396,146013,15770617
1641,14,0,12,13,11,4572,497,146013,15767693
1642,10,0,17,13,11,2217,544,146013,15767091
1643,12,0,7,11,8,1228,402,146013,15766841
1644,2,3,41,19,18,9917,1161,146013,15721777
1645,8,1,16,14,13,2973,581,146013,15719758
1646,2,2,35,19,18,12667,1240,146013,15718892
1647,13,0,16,14,13,3944,573,146013,15681683
1648,9,0,28,16,14,2525,962,146013,15681296
1649,2,1,42,19,18,6681,1166,146013,15680796
1650,8,0,9,12,11,1980,472,146013,15678966
1651,16,0,1,8,5,207,231,146013,15678838
1652,7,0,17,15,12,471,755,146013,15678233
1653,3,2,28,18,18,13141,1176,146013,15677825
1654,2,0,34,19,16,5757,1211,146013,15677389
1655,9,1,34,17,17,8184,966,146013,15677015
1656,11,0,9,11,9,595,375,146013,15676456
1657,8,0,19,13,12,1843,561,146013,15676244
1658,1,4,31,19,19,13347,1108,146013,15675883
1659,9,0,10,14,12,3316,657,146013,15675682
1660,13,0,5,13,10,0,517,146013,15675491
1661,4,1,31,17,16,9350,1170,146013,15675099
1662,6,1,26,17,16,9396,1032,146013,15674811
1663,4,1,23,18,16,9690,1171,146013,15653910
1664,13,0,12,12,11,2013,469,146013,15653644
1665,12,0,12,12,11,1166,446,146013,15653433
1666,12,0,27,13,10,2246,538,3315807,16156420
1667,13,0,5,10,5,351,342,3315807,16156224
