,gameRank,playerKill,monsterKill,useEmoticonCount,characterLevel,bestWeaponLevel,mmrGain,gameId,userNum,damageToPlayer,totalTime,craftLegend,damageFromPlayer,characterNum,,,
5411,18,0,1,2,3,2,-12,16731774,902294,287,68,0,1023,9,,,
5412,9,0,11,2,12,7,1,16725956,902294,2387,470,1,2319,9,,,
5413,4,0,25,4,14,11,6,16725399,902294,6741,697,2,5660,9,,,
5414,15,1,10,4,11,8,2,16725291,902294,4261,320,1,2857,9,,,
5415,8,0,19,2,12,9,1,16719075,902294,4479,470,0,6003,7,,,
5416,9,0,32,2,14,11,-2,16718699,902294,4877,610,2,2718,9,,,
5417,13,1,16,3,11,9,5,16718500,902294,4249,373,1,2690,9,,,
5418,16,0,9,4,9,6,-9,16718368,902294,2119,218,0,4168,7,,,
5419,17,0,10,2,11,8,-10,16718150,902294,3445,432,0,3390,29,,,
5420,12,0,21,2,11,8,-2,16708304,902294,1731,348,0,3831,7,,,
5421,14,0,11,4,9,7,-4,16708190,902294,1880,259,0,2966,10,,,
5422,9,1,20,3,13,11,6,16696462,902294,7674,525,0,9199,7,,,
5423,1,5,32,7,19,18,39,16695973,902294,22385,1017,3,18359,7,,,
5424,5,1,25,8,15,12,10,16695602,902294,7527,723,1,9718,7,,,
5425,9,0,17,2,11,9,-2,16695559,902294,5040,428,0,5174,7,,,
5426,13,1,10,3,11,10,-10,16695527,902294,8761,363,0,5975,7,,,
5427,13,0,20,2,11,8,-4,16694690,902294,2962,384,1,3212,9,,,
5428,9,0,29,2,15,12,-4,16694599,902294,4743,653,2,3106,9,,,
5429,6,1,38,3,16,12,13,16692195,902294,2726,851,0,6607,10,,,
5430,5,1,44,3,17,14,15,16691689,902294,6160,939,0,7514,10,,,
5431,2,2,37,5,20,17,33,16690756,902294,14559,1232,1,19845,10,,,
5432,14,0,15,2,13,10,-4,16690406,902294,5524,601,0,9322,10,,,
5433,3,3,28,5,17,15,40,16689615,902294,12545,852,1,15852,10,,,
5434,11,0,9,2,11,8,-1,16689305,902294,4365,460,0,4705,10,,,
5435,16,0,6,2,9,6,-7,16688963,902294,1707,212,0,1970,21,,,
5436,9,0,19,2,12,9,2,16688526,902294,1706,489,0,2700,21,,,
5437,17,0,0,2,4,1,-6,16688433,902294,192,128,0,1125,8,,,
5438,8,1,25,3,15,11,13,16687897,902294,4532,702,1,5075,8,,,
5439,12,0,20,2,12,7,-5,16687503,902294,489,466,1,1551,8,,,
5440,13,1,21,5,12,8,6,16687306,902294,736,421,1,1533,8,,,
5441,15,0,10,2,10,7,-7,16687109,902294,3412,361,0,3373,8,,,
5442,10,0,10,2,10,7,-8,16686660,902294,2651,330,0,4309,31,,,
5443,14,0,7,2,10,6,-4,16686543,902294,886,309,1,2151,31,,,
5444,15,0,10,2,9,7,-7,16686404,902294,2666,271,0,2119,31,,,
5445,13,1,5,3,9,8,5,16686219,902294,4106,276,0,4112,31,,,
5446,17,0,5,3,8,6,-10,16685667,902294,1571,193,0,1561,31,,,
5447,16,0,8,2,9,8,-10,16685567,902294,4445,225,0,2380,31,,,
5448,6,1,21,3,13,10,14,16610833,902294,5431,581,2,5345,8,,,
5449,16,0,7,2,9,6,-7,16610601,902294,1661,237,1,1426,8,,,
5450,13,0,16,2,11,8,-7,16590100,902294,1244,423,0,4506,10,,,
5451,8,0,32,2,15,12,-4,16589597,902294,3622,811,0,4659,10,,,
5452,15,0,15,2,11,8,-16,16565914,902294,3928,367,1,2372,8,,,
5453,16,0,9,2,10,6,-13,16565791,902294,240,309,1,2257,8,,,
5454,9,1,10,3,12,9,9,16563050,902294,3600,470,1,2761,8,,,
5455,8,1,17,3,14,12,6,16562666,902294,8449,692,2,6006,8,,,
5456,8,2,20,4,12,10,13,16557155,902294,5879,445,2,6947,8,,,
5457,13,1,11,3,11,8,0,16541532,902294,1941,352,1,3511,8,,,
5458,8,1,13,5,12,10,9,16541206,902294,5774,519,1,4043,8,,,
5459,7,2,12,4,13,10,20,16540998,902294,4632,553,2,4298,8,,,
5460,15,1,6,4,10,7,1,16540910,902294,3559,271,1,3161,8,,,
5461,2,1,39,4,18,15,18,16540505,902294,9249,1028,2,5757,8,,,
5462,16,0,9,2,9,6,-9,16540399,902294,637,261,1,1631,8,,,
5463,6,3,32,5,18,16,19,16540095,902294,12565,1030,2,9643,8,,,
5464,14,0,5,2,9,6,-7,16539939,902294,1153,260,1,2324,8,,,
5465,17,0,12,2,8,6,-6,16459419,902294,413,188,0,1332,21,,,
5466,12,1,16,3,11,8,-5,16412904,902294,2906,382,0,4662,10,,,
5467,18,0,12,2,8,5,-5,16412631,902294,1111,190,0,1471,21,,,
5468,15,1,9,5,11,9,3,16411799,902294,4424,322,0,3084,21,,,
5469,13,0,23,3,11,8,-9,16411593,902294,1484,348,1,1728,6,,,
5470,16,0,18,2,9,7,-9,16411410,902294,925,225,0,1673,6,,,
5471,16,1,7,3,10,8,-1,16410989,902294,5066,321,0,4510,3,,,
5472,6,1,21,3,14,12,5,16410640,902294,9112,623,2,10317,3,,,
5473,7,2,28,4,14,12,19,16409943,902294,5551,583,0,7006,3,,,
5474,15,0,14,2,10,8,-9,16400575,902294,1416,312,0,1878,33,,,
5475,18,0,16,2,10,8,-8,16309497,902294,2671,284,0,1906,40,,,
5476,14,0,6,2,10,6,-6,16309188,902294,1837,362,1,2891,40,,,
5477,11,1,14,4,12,9,1,16297057,902294,3264,480,1,2914,10,,,
5478,8,1,16,5,12,10,4,16296676,902294,5005,489,1,4728,10,,,
5479,10,0,18,3,14,11,-9,16296241,902294,6058,641,1,7355,10,,,
5480,13,1,11,3,10,8,-4,16293426,902294,2486,373,0,4289,10,,,
5481,1,6,32,9,19,18,67,16292552,902294,16190,961,2,14322,10,,,
5482,5,4,25,6,17,16,33,16291993,902294,18466,1009,3,18846,10,,,
5483,7,1,36,4,15,13,8,16291595,902294,4831,783,1,6203,10,,,
5484,18,0,6,3,11,8,-12,16290815,902294,4822,358,0,5588,3,,,
5485,8,2,20,4,14,13,6,16290560,902294,9900,631,0,8641,3,,,
5486,15,0,7,2,10,6,-9,16280213,902294,1135,272,0,2092,10,,,
5487,2,1,36,3,17,14,13,16279867,902294,5236,852,1,9375,10,,,
5488,10,0,8,2,12,7,-1,16279606,902294,2462,477,0,6425,10,,,
5489,3,2,52,4,19,17,16,16279097,902294,9771,1082,1,9969,10,,,
5490,16,0,9,2,9,7,-11,16277237,902294,3772,223,0,2046,21,,,
5491,13,0,13,3,10,7,-6,16276974,902294,2332,320,0,2113,21,,,
5492,15,1,2,4,6,5,-3,16276796,902294,1880,129,0,1709,21,,,
5493,14,1,19,3,11,10,-3,16276101,902294,5674,382,0,2978,21,,,
5494,17,0,9,2,9,6,-14,16269265,902294,1400,246,0,2751,10,,,
5495,8,1,20,3,12,9,6,16269075,902294,3754,440,0,2927,10,,,
5496,15,0,4,2,8,6,-10,16268985,902294,2068,207,0,2400,10,,,
5497,11,0,16,2,11,7,-10,16268849,902294,1565,398,0,5386,10,,,
5498,16,0,12,3,10,7,-11,16251040,902294,1632,308,0,2466,10,,,
5499,9,1,30,3,14,12,11,16250654,902294,6117,643,1,7397,10,,,
5500,11,2,9,4,10,8,8,16190336,902294,4959,276,1,3847,8,,,
5501,15,0,6,3,9,6,-13,16188197,902294,1275,240,0,1897,10,,,
5502,2,3,43,5,19,18,42,16187326,902294,17623,1265,2,14321,10,,,
5503,12,1,15,3,11,9,1,16186897,902294,3450,485,1,2708,10,,,
5504,11,0,26,2,12,9,-8,16186530,902294,970,508,1,2197,8,,,
5505,10,1,23,5,15,13,3,16185995,902294,7923,730,2,9709,10,,,
5506,7,1,31,6,17,13,9,16185163,902294,9592,921,2,10167,10,,,
5507,1,3,57,4,19,19,46,16183590,902294,15262,1127,3,13853,10,,,
5508,8,1,10,4,11,8,1,16178890,902294,2857,376,0,4232,10,,,
5509,1,1,39,2,17,14,19,16178281,902294,3764,874,2,2465,10,,,
5510,15,0,11,2,12,9,-9,16178047,902294,3869,452,1,3677,8,,,
5511,12,1,18,3,12,9,0,16175429,902294,2516,426,1,4683,10,,,
5512,12,0,11,3,11,8,-10,16175216,902294,3466,443,0,4032,10,,,
5513,1,7,50,8,18,18,99,16173543,902294,16528,1131,2,9001,10,,,
5514,1,5,50,8,19,19,43,16173115,902294,15436,1082,0,10901,10,,,
5515,7,3,13,7,12,11,15,16157069,902294,9879,521,0,9754,10,,,
5516,1,5,55,6,19,19,54,16156477,902294,16402,1144,3,11081,10,,,
5517,12,0,11,3,11,7,-3,16156271,902294,1425,384,0,4083,10,,,
5518,7,0,13,2,13,9,2,16117810,902294,3256,534,1,3766,11,,,
5519,3,3,35,5,18,16,37,16117288,902294,13709,1151,3,13996,10,,,
5520,2,4,45,6,18,17,37,16105238,902294,10904,1201,3,8917,10,,,
5521,8,0,31,4,16,12,1,16103845,902294,5125,874,1,7254,10,,,
5522,3,1,18,3,15,11,12,16015996,902294,8767,802,1,10932,8,,,
5523,9,0,24,2,13,10,-7,16015804,902294,1725,546,1,2590,8,,,
5524,18,0,2,2,6,4,-11,16015709,902294,333,164,0,1213,8,,,
5525,17,0,4,2,9,5,-8,16015580,902294,1157,244,1,1678,8,,,
5526,1,6,22,8,19,16,76,16004244,902294,15516,1178,3,13199,8,,,
5527,7,1,23,3,14,12,1,16003932,902294,7758,640,2,5397,8,,,
5528,17,1,2,4,8,6,-4,16003830,902294,1555,179,1,2237,8,,,
5529,16,0,6,2,10,6,-8,16003142,902294,1526,366,0,5555,8,,,
5530,1,5,27,6,16,15,51,16001230,902294,11470,766,4,7125,8,,,
5531,12,0,10,2,10,6,-13,15999265,902294,2179,328,0,3618,47,,,
5532,9,0,17,2,14,10,-11,15999116,902294,4914,644,2,7978,11,,,
5533,5,2,25,4,14,10,9,15999028,902294,2248,630,2,2766,11,,,
5534,1,5,31,7,18,17,59,15998885,902294,20531,1177,3,14006,11,,,
5535,15,0,7,2,9,6,-13,15998837,902294,1787,209,0,2198,11,,,
5536,10,0,11,2,11,6,-14,15998738,902294,779,396,0,3774,10,,,
5537,13,2,10,4,11,8,18,15998652,902294,4705,341,1,4665,8,,,
5538,14,0,4,3,10,6,-14,15998566,902294,3027,348,2,3733,8,,,
5539,3,2,37,4,17,14,19,15998402,902294,4146,920,5,5284,8,,,
5540,1,4,43,5,19,17,58,15998155,902294,14325,1006,2,9380,8,,,
5541,17,0,2,2,6,4,-15,15997996,902294,324,130,0,1170,8,,,
5542,18,0,5,2,9,5,-5,15997896,902294,938,235,1,3300,8,,,
5543,12,0,12,2,10,7,-14,15982825,902294,2061,319,1,2435,8,,,
5544,11,1,13,3,10,8,-6,15838358,902294,2445,389,0,2460,3,,,
5545,14,0,6,5,10,7,-20,15733170,902294,2748,296,0,2923,10,,,
5546,14,0,8,2,11,7,-14,15732930,902294,2074,401,1,3012,10,,,
5547,12,1,11,4,12,9,11,15732667,902294,3378,477,0,4078,10,,,
5548,2,3,35,9,17,16,32,15717705,902294,13057,1103,2,13814,10,,,
5549,18,0,1,2,4,2,-18,15707370,902294,265,89,0,1431,3,,,
5550,8,0,13,2,11,8,-10,15645229,902294,2172,445,0,4019,3,,,
5551,14,0,7,2,10,7,-12,15621799,902294,2815,276,0,3377,3,,,
5552,11,0,12,2,11,9,-4,15621290,902294,7295,404,0,4690,3,,,
5553,18,0,1,2,6,3,-19,15621127,902294,138,134,0,1388,3,,,
5554,14,1,8,7,11,8,-3,15620767,902294,4070,383,0,4024,3,,,
5555,11,0,8,2,11,8,-18,15606251,902294,5249,416,0,6309,3,,,
5556,11,1,11,4,11,7,-7,15604697,902294,2358,349,0,3844,3,,,
5557,6,3,18,6,14,13,31,15604511,902294,10380,715,1,8951,3,,,
5558,1,7,32,11,18,18,105,15604176,902294,16541,957,2,10462,3,,,
5559,2,2,39,5,18,16,13,15598745,902294,13425,1146,2,13589,3,,,
5560,3,2,38,4,17,14,29,15583438,902294,8916,989,3,7995,8,,,
5561,2,2,46,7,17,17,30,15568358,902294,11723,1038,2,12132,10,,,
5562,5,2,39,5,15,14,25,15568036,902294,7891,797,1,5667,10,,,
5563,9,0,23,2,13,10,-8,15567749,902294,4533,647,1,5175,47,,,
5564,18,0,9,2,8,6,-18,15560949,902294,329,195,0,1717,47,,,
5565,14,0,8,2,10,8,-25,15560821,902294,4900,346,0,4000,47,,,
5566,7,0,23,4,14,10,-7,15560593,902294,3022,755,1,8473,10,,,
5567,6,2,29,4,17,14,37,15560156,902294,11226,1028,2,10350,3,,,
5568,11,1,15,3,10,9,-6,15559977,902294,3862,390,0,3534,3,,,
5569,10,0,17,4,12,9,-19,15540849,902294,1702,471,0,3485,10,,,
5570,17,0,2,5,7,5,-32,15535977,902294,990,173,0,1908,10,,,
5571,8,3,32,5,16,13,46,15525435,902294,7775,846,2,6209,10,,,
5572,1,4,44,5,18,17,105,15524878,902294,11210,1110,1,6106,10,,,
5573,13,0,12,2,11,8,-28,15493818,902294,3986,435,0,4005,10,,,
5574,9,0,22,2,12,8,-11,15470956,902294,1053,434,1,2245,10,,,
5575,1,5,41,8,18,18,112,15470564,902294,17668,1190,2,14390,10,,,
5576,2,4,39,10,19,19,124,15469316,902294,16876,1204,2,16704,10,,,
5577,5,1,19,4,15,11,27,15468858,902294,4923,817,2,6499,10,,,
5578,11,1,16,3,12,9,5,15468584,902294,3413,423,1,3466,10,,,
5579,11,0,15,1,10,8,-17,17123599,544536,2020,348,1,2822,47,,,
5580,1,5,56,3,19,20,22,17122828,544536,23918,1171,2,11127,47,,,
5581,10,2,16,3,12,9,-6,17122450,544536,3976,438,0,3952,47,,,
5582,14,3,15,0,11,10,-11,17122168,544536,7431,355,0,4633,47,,,
5583,13,0,10,0,12,10,-21,17121800,544536,9318,468,0,6568,47,,,
5584,1,3,39,12,19,18,19,17120138,544536,18256,1254,1,15114,47,,,
5585,4,4,31,4,19,16,10,17119451,544536,13915,1159,3,8213,47,,,
5586,4,1,41,12,18,16,-3,17117490,544536,13845,1155,1,9207,47,,,
5587,11,1,5,1,9,8,-14,17117297,544536,3677,284,0,3319,47,,,
5588,4,2,53,2,18,17,-1,17116845,544536,13751,1042,2,7300,47,,,
5589,1,8,44,8,19,20,46,17116300,544536,26705,1199,3,12910,47,,,
5590,13,1,16,1,11,9,-17,17116113,544536,3232,339,1,4099,47,,,
5591,1,4,65,4,19,20,20,17115726,544536,19478,1109,2,11160,47,,,
5592,1,6,54,11,19,19,32,17115336,544536,18502,1091,4,10814,47,,,
5593,1,7,45,15,18,19,34,17114931,544536,25226,1194,2,12485,47,,,
5594,13,1,20,0,11,9,-14,17114791,544536,3221,350,0,3110,47,,,
5595,16,0,10,4,10,7,-23,17114646,544536,2630,393,1,3328,47,,,
5596,1,6,57,3,20,20,36,17114300,544536,23694,1189,3,11933,47,,,
5597,10,2,10,4,12,11,-9,17114140,544536,11768,453,1,6312,47,,,
5598,4,3,33,4,16,14,2,17113906,544536,10570,750,1,8561,47,,,
5599,17,0,0,0,5,3,-23,17113804,544536,544,104,0,1288,47,,,
5600,1,7,53,13,19,20,35,17073660,544536,23894,1253,1,10864,47,,,
5601,12,2,14,4,12,11,-7,17073430,544536,8024,514,1,4114,47,,,
5602,1,4,44,4,18,18,19,17072953,544536,21449,1229,2,10198,47,,,
5603,15,2,17,0,10,10,-12,17072803,544536,5537,310,1,2869,47,,,
5604,12,0,19,6,12,10,-17,17072621,544536,8179,487,0,8516,47,,,
5605,11,2,17,3,11,10,-7,17072469,544536,4856,352,1,3753,47,,,
5606,6,3,45,3,16,15,1,17072197,544536,8957,714,3,7697,47,,,
5607,13,0,15,6,11,10,-20,17072052,544536,6951,357,1,4146,47,,,
5608,1,8,33,14,18,20,40,17023742,544536,26842,1134,2,15720,47,,,
5609,14,1,9,1,11,9,-15,17023526,544536,6261,343,0,4202,47,,,
5610,2,6,39,10,19,18,23,17023018,544536,15572,1220,4,8314,47,,,
5611,18,0,0,0,5,4,-24,17022888,544536,877,97,0,1146,47,,,
5612,1,5,47,8,17,17,27,17022449,544536,13459,951,2,5491,47,,,
5613,14,0,9,0,10,7,-19,17022221,544536,2620,347,0,2945,47,,,
5614,1,7,54,6,18,20,35,17021702,544536,25935,1160,4,14394,47,,,
5615,16,0,9,1,9,7,-23,17021527,544536,2665,267,0,2978,47,,,
5616,3,3,61,2,18,17,5,17021031,544536,7126,953,1,3252,47,,,
5617,3,7,39,6,19,19,23,17020453,544536,21906,1181,4,12759,47,,,
5618,18,0,6,0,9,7,-23,17020288,544536,2974,211,0,3053,47,,,
5619,10,0,20,3,11,10,-16,17019434,544536,4329,424,1,3726,47,,,
5620,12,0,22,3,12,10,-18,17019159,544536,5040,404,0,5730,47,,,
5621,2,1,43,7,19,17,0,17018548,544536,12750,1224,2,7589,47,,,
5622,14,1,14,1,12,8,-12,17018309,544536,3179,346,2,4025,47,,,
5623,4,2,37,2,17,15,1,17017800,544536,11353,970,3,7853,47,,,
5624,12,1,5,2,9,7,-16,17017648,544536,3310,241,0,3302,47,,,
5625,8,2,23,5,13,12,-6,17017253,544536,6956,536,2,5775,47,,,
5626,1,8,41,2,19,19,37,17016672,544536,18559,1156,4,5332,47,,,
5627,1,8,43,7,19,19,43,17016142,544536,21284,1158,3,9495,47,,,
5628,6,2,36,6,16,13,0,17015799,544536,5474,812,1,9160,47,,,
5629,2,5,63,3,19,19,19,17015287,544536,16157,1179,3,8818,47,,,
5630,1,6,55,4,19,18,29,16997112,544536,13516,1150,2,9354,47,,,
5631,3,3,50,5,18,17,9,16996623,544536,10854,958,2,7308,47,,,
5632,10,0,16,3,12,9,-18,16996430,544536,4041,466,1,4672,47,,,
5633,11,0,19,4,12,10,-18,16996183,544536,4228,472,0,4642,47,,,
5634,10,4,17,3,13,12,5,16995920,544536,11506,516,1,8620,47,,,
5635,8,5,17,4,13,13,4,16995673,544536,12805,547,0,6704,47,,,
5636,14,1,5,0,10,7,-14,16995532,544536,2247,279,1,3563,47,,,
5637,2,3,70,6,20,20,7,16995031,544536,20091,1272,3,15421,47,,,
5638,18,0,6,1,9,7,-23,16994421,544536,3169,279,1,2440,47,,,
5639,3,0,59,10,19,16,0,16993961,544536,9926,1174,0,7806,47,,,
5640,1,5,44,4,19,19,27,16993382,544536,23214,1198,4,13090,47,,,
5641,2,4,48,6,20,20,17,16992924,544536,20380,1240,4,9079,47,,,
5642,6,2,45,4,17,15,-2,16992545,544536,8039,840,3,6997,47,,,
5643,4,2,50,6,18,15,4,16992105,544536,8584,1088,1,6853,47,,,
5644,1,5,58,2,19,19,34,16991650,544536,18912,1184,2,8281,47,,,
5645,13,0,30,2,13,11,-21,16991437,544536,6205,519,0,6626,47,,,
5646,2,4,37,5,18,16,13,16990968,544536,15106,1116,4,13291,47,,,
5647,1,8,33,3,18,17,43,16990634,544536,18280,1001,3,12220,47,,,
5648,3,2,46,2,16,14,6,16990256,544536,4962,766,2,4828,47,,,
5649,4,3,62,1,19,19,5,16989867,544536,15751,1147,3,9666,47,,,
5650,3,3,45,3,18,16,6,16973806,544536,11236,1021,3,9400,47,,,
5651,15,0,22,1,11,8,-20,16973547,544536,1330,395,1,2283,47,,,
5652,4,4,55,2,18,17,16,16972942,544536,12959,1130,2,10845,47,,,
5653,6,1,50,3,17,15,-7,16971577,544536,9430,989,1,6710,47,,,
5654,1,3,61,0,19,19,25,16971078,544536,15084,1115,3,3158,47,,,
5655,2,4,50,2,19,18,17,16969616,544536,11817,1255,3,8798,47,,,
5656,14,1,13,1,11,8,-13,16969347,544536,3235,368,1,3941,47,,,
5657,9,2,18,0,14,12,-4,16969040,544536,8543,572,0,8857,47,,,
5658,16,1,3,1,8,7,-20,16968854,544536,3623,175,0,3174,47,,,
5659,2,0,46,3,19,16,0,16968279,544536,8926,1207,2,10439,47,,,
5660,10,1,25,3,13,11,-13,16967979,544536,5915,536,0,5180,47,,,
5661,1,5,38,4,20,17,28,16967392,544536,16408,1244,4,10593,47,,,
5662,1,4,50,1,19,17,23,16966826,544536,12113,1029,4,6975,47,,,
5663,3,0,49,4,17,15,0,16966360,544536,8839,919,1,9034,47,,,
5664,1,3,50,7,20,17,23,16965778,544536,16547,1203,2,17984,47,,,
5665,2,3,37,0,19,16,14,16965039,544536,15566,1162,3,9372,47,,,
5666,1,3,52,4,18,17,20,16964354,544536,10754,1226,0,8532,47,,,
5667,7,3,15,2,14,11,-5,16964131,544536,10990,510,0,4901,47,,,
5668,9,2,26,0,12,11,-6,16963927,544536,7512,449,0,3384,47,,,
5669,4,1,53,2,17,15,0,16963594,544536,7762,898,3,6390,47,,,
5670,1,4,35,2,19,16,33,16962956,544536,17890,1124,1,8915,47,,,
5671,18,0,0,1,5,4,-23,16962892,544536,675,105,0,1114,47,,,
5672,2,3,61,2,20,19,15,16962518,544536,15877,1240,3,11364,47,,,
5673,1,6,46,2,19,19,41,16962204,544536,23556,1254,2,12537,47,,,
5674,12,1,9,1,10,8,-13,16952219,544536,3939,348,1,3127,47,,,
5675,17,0,1,0,5,4,-19,16951862,544536,1098,115,0,1984,47,,,
5676,14,0,4,1,9,8,-15,16951583,544536,6234,296,0,3582,47,,,
5677,10,3,10,1,11,10,-2,16951325,544536,6603,393,2,3458,47,,,
5678,12,4,12,2,12,11,4,16951042,544536,9474,399,2,6138,47,,,
5679,7,2,39,0,16,15,-5,16949260,544536,9255,743,1,6013,47,,,
5680,2,6,52,5,20,19,33,16948791,544536,21645,1238,2,15359,47,,,
5681,2,5,24,3,18,16,15,16948474,544536,21924,1052,2,12472,47,,,
5682,1,5,58,1,19,19,26,16947496,544536,21397,1259,2,9575,47,,,
5683,14,1,6,1,9,8,-17,16947408,544536,6009,259,0,4308,47,,,
5684,7,3,33,0,13,13,3,16935367,544536,6418,571,1,3623,47,,,
5685,8,2,18,1,14,13,2,16935003,544536,12848,679,1,8572,47,,,
5686,6,4,35,1,16,15,7,16934598,544536,11336,876,2,6574,47,,,
5687,4,1,27,3,18,14,-5,16934135,544536,13272,1068,2,13018,47,,,
5688,18,0,12,0,9,7,-23,16933988,544536,1352,219,1,2041,47,,,
5689,12,2,9,0,9,7,-8,16933829,544536,3792,292,1,2629,47,,,
5690,5,2,38,1,16,15,0,16933475,544536,13839,771,1,5741,47,,,
5691,4,4,27,1,17,14,11,16933056,544536,11959,887,4,10165,47,,,
5692,1,9,36,1,18,19,57,16919192,544536,25265,1050,4,11318,47,,,
5693,16,0,5,1,8,6,-22,16919010,544536,1894,208,0,3376,47,,,
5694,1,6,35,4,18,19,35,16918501,544536,29143,1127,2,14268,47,,,
5695,10,1,25,2,12,10,-2,16917682,544536,4470,468,1,4925,47,,,
5696,13,0,6,0,9,6,-18,16917534,544536,2355,241,1,1196,47,,,
5697,16,0,19,0,10,8,-23,16917385,544536,2083,304,0,1972,47,,,
5698,17,0,7,1,7,5,-21,16917271,544536,1125,189,0,1932,47,,,
5699,15,1,10,1,10,9,-14,16917133,544536,6665,284,0,4337,47,,,
5700,2,2,52,4,19,18,8,16916780,544536,20075,1179,2,9771,47,,,
5701,12,2,19,0,12,10,-11,16916620,544536,6117,484,1,4447,47,,,
5702,7,0,54,0,16,14,-8,16916390,544536,4178,773,2,2929,47,,,
5703,7,2,37,1,15,13,-2,16916166,544536,6283,765,3,5508,47,,,
5704,1,6,50,0,19,19,35,16915587,544536,19343,1256,1,10207,47,,,
5705,17,1,0,0,5,5,-16,16915505,544536,1462,114,0,1299,47,,,
5706,17,0,1,1,7,4,-24,16915428,544536,815,167,0,1663,47,,,
5707,3,4,51,1,20,19,10,16914758,544536,15507,1097,3,13431,47,,,
5708,1,8,49,0,17,17,41,16903721,544536,16571,913,3,7515,47,,,
5709,4,4,39,8,18,17,13,16882810,544536,12985,1051,2,10096,47,,,
5710,13,0,11,3,10,7,-18,16882508,544536,599,335,0,1498,47,,,
5711,2,4,42,11,20,20,14,16881757,544536,27597,1295,2,17375,47,,,
5712,10,2,19,9,13,12,-11,16881461,544536,10240,503,0,8272,47,,,
5713,11,3,23,5,13,11,-6,16881128,544536,8034,514,2,4290,47,,,
5714,3,3,55,8,17,16,11,16880590,544536,8044,926,2,5394,47,,,
5715,6,4,21,6,15,14,13,16880260,544536,12553,627,3,7986,47,,,
5716,2,4,39,9,18,17,12,16879762,544536,17315,1122,2,8373,47,,,
5717,6,2,41,8,16,15,1,16879379,544536,9391,750,1,8269,47,,,
5718,16,0,8,2,9,5,-24,16879249,544536,183,215,1,2026,47,,,
5719,1,6,35,13,18,17,46,16878818,544536,17146,1179,3,6101,47,,,
5720,1,5,41,12,19,18,35,16877785,544536,22018,1181,3,12770,47,,,
5721,13,1,12,3,11,8,-14,16877628,544536,3149,339,2,2631,47,,,
5722,4,1,39,15,17,14,0,16877202,544536,8016,1094,0,6174,47,,,
5723,1,6,60,17,19,19,28,16876535,544536,20043,1184,1,9055,47,,,
5724,6,3,20,7,14,14,-1,16876151,544536,17427,768,1,9066,47,,,
5725,1,4,62,10,18,19,30,16875579,544536,18784,1117,2,8767,47,,,
5726,1,8,28,17,18,18,45,16861541,544536,22155,1177,3,13671,47,,,
5727,7,3,7,9,12,11,1,16861160,544536,8535,536,0,7057,47,,,
5728,6,5,40,13,17,17,25,16860663,544536,18982,957,1,10373,47,,,
5729,1,6,25,13,18,17,40,16860133,544536,23343,1056,6,10591,47,,,
5730,13,1,15,5,13,10,-6,16859840,544536,5740,481,1,5410,47,,,
5731,2,5,58,19,18,18,24,16859280,544536,15902,1163,1,11242,47,,,
5732,14,1,8,4,10,7,-9,16858962,544536,3106,353,1,3583,47,,,
5733,7,2,35,6,15,15,5,16857938,544536,11885,744,1,7659,47,,,
5734,11,0,41,3,14,11,-16,16857743,544536,3119,576,3,3607,47,,,
5735,16,1,15,4,10,9,-14,16856253,544536,5317,295,0,4876,47,,,
5736,15,0,9,3,11,7,-19,16856118,544536,2996,373,2,4517,47,,,
5737,12,1,8,3,9,9,-14,16855979,544536,7050,300,0,3500,47,,,
5738,17,0,14,4,9,7,-22,16855891,544536,2735,228,0,2461,47,,,
5739,11,1,23,10,13,11,-5,16855603,544536,7015,587,2,4160,47,,,
5740,1,5,34,17,18,18,32,16855240,544536,21528,1132,1,11643,47,,,
5741,11,1,3,4,9,8,-11,16855123,544536,4853,270,1,4238,47,,,
5742,1,6,30,7,15,17,51,16854595,544536,20127,782,1,9318,47,,,
5743,16,1,2,3,7,5,-17,16854479,544536,1190,185,0,1564,47,,,
5744,15,0,14,3,10,8,-21,16854402,544536,2713,274,1,2542,47,,,
5745,13,0,7,3,10,8,-14,16854260,544536,4791,346,0,4339,47,,,
5746,5,3,37,13,17,16,15,16841705,544536,15955,1012,2,16081,47,,,
5747,11,1,6,4,12,8,-5,16841387,544536,3115,490,1,6947,47,,,
5748,12,3,12,7,12,11,-1,16841083,544536,8416,505,1,8739,47,,,
5749,13,0,9,2,11,7,-19,16840853,544536,1126,370,1,2330,47,,,
5750,15,0,7,2,9,7,-19,16840593,544536,1860,289,1,2182,47,,,
5751,11,1,20,3,12,10,-13,16840340,544536,5277,435,1,3449,47,,,
5752,1,4,42,9,18,17,26,16839861,544536,14795,1111,1,8047,47,,,
5753,16,0,5,4,9,8,-21,16839692,544536,4817,239,0,3622,47,,,
5754,13,2,4,5,9,9,-10,16839518,544536,6696,235,0,4188,47,,,
5755,15,0,13,2,11,9,-18,16839352,544536,4120,345,1,3717,47,,,
5756,1,4,54,7,19,19,30,16837955,544536,13274,1175,5,2388,47,,,
5757,7,3,19,7,17,15,0,16837644,544536,18249,952,1,14931,47,,,
5758,4,1,30,5,17,15,6,16837321,544536,13556,873,1,9266,47,,,
5759,17,1,9,3,10,8,-17,16837190,544536,3797,314,1,2679,47,,,
5760,10,2,20,4,13,11,-3,16836961,544536,4743,584,1,3510,47,,,
